,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
2467,Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria,none,none,none,none,none,none,none
2468,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,none,none,none,none,none,none,none,none,none,none,none,none,none
2469,Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum,none,none,none,none,none,none,none,none,none,none,none
2470,Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration,none,none,none,none,none,none,none,none,none,none,none,none
2471,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances,none,none,none,none,none,none,none,none
2472,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance,none,none,none,none,none,none,none,none,none,none,none,none
2473,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,none,none,none,none,none,none,none,none,none,none,none,none,none
2474,Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain,none,none,none,none,none,none,none,none,none
2475,Malaria, chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain,none,none,none,none,none,none,none,none,none
2476,Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,none,none,none,none,none,none
2477,Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,none,none,none
2478,Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain,none,none,none,none,none,none
2479,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,none,none,none,none,none,none
2480,Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,none,none,none,none,none
2481,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history,none,none,none,none,none,none,none,none,none,none,none
2482,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,none,none,none,none,none,none,none,none
2483,Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding,none,none,none,none
2484,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,none,none,none,none,none,none,none,none,none,none
2485,Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,none
2486,Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain
2487,Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,none,none,none,none,none,none
2488,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus,none,none,none,none,none,none,none,none,none,none,none,none
2489,Heart attack, vomiting, breathlessness, sweating, chest_pain,none,none,none,none,none,none,none,none,none,none,none,none,none
2490,Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,none,none,none,none,none,none,none,none,none,none
2491,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,none,none,none,none
2492,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,none,none,none,none,none,none
2493,Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,none,none,none,none,none
2494,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,none,none,none,none,none,none,none,none,none,none,none
2495,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking,none,none,none,none,none,none,none,none,none,none,none,none
2496,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness,none,none,none,none,none,none,none,none,none,none,none
2497,Acne, skin_rash, pus_filled_pimples, blackheads, scurring,none,none,none,none,none,none,none,none,none,none,none,none,none
2498,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,none,none,none,none,none,none,none,none,none,none,none,none,none
2499,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,none,none,none,none,none,none,none,none,none,none,none
2500,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,none,none,none,none,none,none,none,none,none,none,none,none
2501,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,none,none,none,none,none,none,none,none,none,none,none,none,none
2502,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,none,none,none,none,none,none,none,none,none,none,none,none,none
2503,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain,none,none,none,none,none,none,none,none,none,none,none
2504,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,none,none,none,none,none,none,none,none,none,none
2505,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,none,none,none,none,none,none,none,none,none,none,none,none
2506,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching,none,none,none,none,none,none,none,none,none,none,none
2507,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,none,none,none,none,none,none,none,none,none,none,none,none,none
2508,Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria,none,none,none,none,none,none,none
2509,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,none,none,none,none,none,none,none,none,none,none,none,none,none
2510,Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum,none,none,none,none,none,none,none,none,none,none,none
2511,Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration,none,none,none,none,none,none,none,none,none,none,none,none
2512,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances,none,none,none,none,none,none,none,none
2513,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance,none,none,none,none,none,none,none,none,none,none,none,none
2514,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,none,none,none,none,none,none,none,none,none,none,none,none,none
2515,Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain,none,none,none,none,none,none,none,none,none
2516,Malaria, chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain,none,none,none,none,none,none,none,none,none
2517,Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,none,none,none,none,none,none
2518,Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,none,none,none
2519,Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain,none,none,none,none,none,none
2520,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,none,none,none,none,none,none
2521,Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,none,none,none,none,none
2522,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history,none,none,none,none,none,none,none,none,none,none,none
2523,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,none,none,none,none,none,none,none,none
2524,Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding,none,none,none,none
2525,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,none,none,none,none,none,none,none,none,none,none
2526,Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,none
2527,Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain
2528,Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,none,none,none,none,none,none
2529,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus,none,none,none,none,none,none,none,none,none,none,none,none
2530,Heart attack, vomiting, breathlessness, sweating, chest_pain,none,none,none,none,none,none,none,none,none,none,none,none,none
2531,Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,none,none,none,none,none,none,none,none,none,none
2532,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,none,none,none,none
2533,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,none,none,none,none,none,none
2534,Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,none,none,none,none,none
2535,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,none,none,none,none,none,none,none,none,none,none,none
2536,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking,none,none,none,none,none,none,none,none,none,none,none,none
2537,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness,none,none,none,none,none,none,none,none,none,none,none
2538,Acne, skin_rash, pus_filled_pimples, blackheads, scurring,none,none,none,none,none,none,none,none,none,none,none,none,none
2539,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,none,none,none,none,none,none,none,none,none,none,none,none,none
2540,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,none,none,none,none,none,none,none,none,none,none,none
2541,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,none,none,none,none,none,none,none,none,none,none,none,none
2542,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,none,none,none,none,none,none,none,none,none,none,none,none,none
2543,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,none,none,none,none,none,none,none,none,none,none,none,none,none
2544,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain,none,none,none,none,none,none,none,none,none,none,none
2545,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,none,none,none,none,none,none,none,none,none,none
2546,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,none,none,none,none,none,none,none,none,none,none,none,none
2547,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching,none,none,none,none,none,none,none,none,none,none,none
2548,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,none,none,none,none,none,none,none,none,none,none,none,none,none
2549,Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria,none,none,none,none,none,none,none
2550,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,none,none,none,none,none,none,none,none,none,none,none,none,none
2551,Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum,none,none,none,none,none,none,none,none,none,none,none
2552,Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration,none,none,none,none,none,none,none,none,none,none,none,none
