Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Symptom_Count,Symptoms
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances,None,None,None,None,None,None,None,None,9,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision', ' excessive_hunger', ' stiff_neck', ' depression', ' irritability', ' visual_disturbances']"
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,None,None,None,None,None,None,11,"['itching', ' skin_rash', ' fatigue', ' lethargy', ' high_fever', ' headache', ' loss_of_appetite', ' mild_fever', ' swelled_lymph_nodes', ' malaise', ' red_spots_over_body']"
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,None,None,None,14,"[' skin_rash', ' chills', ' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' loss_of_appetite', ' pain_behind_the_eyes', ' back_pain', ' malaise', ' muscle_pain', ' red_spots_over_body']"
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain,None,None,None,None,None,None,11,"[' chills', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' constipation', ' abdominal_pain', ' diarrhoea', ' toxic_look_(typhos)', ' belly_pain']"
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,None,None,None,None,None,None,11,"[' joint_pain', ' vomiting', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' diarrhoea', ' mild_fever', ' yellowing_of_eyes', ' muscle_pain']"
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,None,None,None,None,None,12,"['itching', ' fatigue', ' lethargy', ' yellowish_skin', ' dark_urine', ' loss_of_appetite', ' abdominal_pain', ' yellow_urine', ' yellowing_of_eyes', ' malaise', ' receiving_blood_transfusion', ' receiving_unsterile_injections']"
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,None,None,None,None,None,None,None,None,9,"[' joint_pain', ' vomiting', ' fatigue', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes']"
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding,None,None,None,None,13,"[' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', ' acute_liver_failure', ' coma', ' stomach_bleeding']"
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,None,16,"[' chills', ' vomiting', ' fatigue', ' weight_loss', ' cough', ' high_fever', ' breathlessness', ' sweating', ' loss_of_appetite', ' mild_fever', ' yellowing_of_eyes', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' chest_pain', ' blood_in_sputum']"
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain,17,"[' continuous_sneezing', ' chills', ' fatigue', ' cough', ' high_fever', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']"
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,None,None,None,None,None,None,11,"[' chills', ' fatigue', ' cough', ' high_fever', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']"
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,None,None,None,None,13,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']"
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,None,None,None,None,None,None,11,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness', ' sweating', ' diarrhoea', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']"
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,None,None,None,None,None,12,"[' vomiting', ' fatigue', ' anxiety', ' sweating', ' headache', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']"
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria,None,None,None,None,None,None,None,10,"[' fatigue', ' weight_loss', ' restlessness', ' lethargy', ' irregular_sugar_level', ' blurred_and_distorted_vision', ' obesity', ' excessive_hunger', ' increased_appetite', ' polyuria']"
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances,None,None,None,None,None,None,None,None,9,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision', ' excessive_hunger', ' stiff_neck', ' depression', ' irritability', ' visual_disturbances']"
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,None,None,None,None,None,None,11,"['itching', ' skin_rash', ' fatigue', ' lethargy', ' high_fever', ' headache', ' loss_of_appetite', ' mild_fever', ' swelled_lymph_nodes', ' malaise', ' red_spots_over_body']"
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,None,None,None,14,"[' skin_rash', ' chills', ' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' loss_of_appetite', ' pain_behind_the_eyes', ' back_pain', ' malaise', ' muscle_pain', ' red_spots_over_body']"
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain,None,None,None,None,None,None,11,"[' chills', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' constipation', ' abdominal_pain', ' diarrhoea', ' toxic_look_(typhos)', ' belly_pain']"
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,None,None,None,None,None,None,11,"[' joint_pain', ' vomiting', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' diarrhoea', ' mild_fever', ' yellowing_of_eyes', ' muscle_pain']"
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,None,None,None,None,None,12,"['itching', ' fatigue', ' lethargy', ' yellowish_skin', ' dark_urine', ' loss_of_appetite', ' abdominal_pain', ' yellow_urine', ' yellowing_of_eyes', ' malaise', ' receiving_blood_transfusion', ' receiving_unsterile_injections']"
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,None,None,None,None,None,None,None,None,9,"[' joint_pain', ' vomiting', ' fatigue', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes']"
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding,None,None,None,None,13,"[' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', ' acute_liver_failure', ' coma', ' stomach_bleeding']"
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,None,16,"[' chills', ' vomiting', ' fatigue', ' weight_loss', ' cough', ' high_fever', ' breathlessness', ' sweating', ' loss_of_appetite', ' mild_fever', ' yellowing_of_eyes', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' chest_pain', ' blood_in_sputum']"
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain,17,"[' continuous_sneezing', ' chills', ' fatigue', ' cough', ' high_fever', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']"
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,None,None,None,None,None,None,11,"[' chills', ' fatigue', ' cough', ' high_fever', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']"
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,None,None,None,None,13,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']"
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,None,None,None,None,None,None,11,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness', ' sweating', ' diarrhoea', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']"
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,None,None,None,None,None,12,"[' vomiting', ' fatigue', ' anxiety', ' sweating', ' headache', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']"
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria,None,None,None,None,None,None,None,10,"[' fatigue', ' weight_loss', ' restlessness', ' lethargy', ' irregular_sugar_level', ' blurred_and_distorted_vision', ' obesity', ' excessive_hunger', ' increased_appetite', ' polyuria']"
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances,None,None,None,None,None,None,None,None,9,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision', ' excessive_hunger', ' stiff_neck', ' depression', ' irritability', ' visual_disturbances']"
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,None,None,None,None,None,None,11,"['itching', ' skin_rash', ' fatigue', ' lethargy', ' high_fever', ' headache', ' loss_of_appetite', ' mild_fever', ' swelled_lymph_nodes', ' malaise', ' red_spots_over_body']"
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,None,None,None,14,"[' skin_rash', ' chills', ' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' loss_of_appetite', ' pain_behind_the_eyes', ' back_pain', ' malaise', ' muscle_pain', ' red_spots_over_body']"
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain,None,None,None,None,None,None,11,"[' chills', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' constipation', ' abdominal_pain', ' diarrhoea', ' toxic_look_(typhos)', ' belly_pain']"
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,None,None,None,None,None,None,11,"[' joint_pain', ' vomiting', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' diarrhoea', ' mild_fever', ' yellowing_of_eyes', ' muscle_pain']"
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,None,None,None,None,None,12,"['itching', ' fatigue', ' lethargy', ' yellowish_skin', ' dark_urine', ' loss_of_appetite', ' abdominal_pain', ' yellow_urine', ' yellowing_of_eyes', ' malaise', ' receiving_blood_transfusion', ' receiving_unsterile_injections']"
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,None,None,None,None,None,None,None,None,9,"[' joint_pain', ' vomiting', ' fatigue', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes']"
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding,None,None,None,None,13,"[' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', ' acute_liver_failure', ' coma', ' stomach_bleeding']"
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,None,16,"[' chills', ' vomiting', ' fatigue', ' weight_loss', ' cough', ' high_fever', ' breathlessness', ' sweating', ' loss_of_appetite', ' mild_fever', ' yellowing_of_eyes', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' chest_pain', ' blood_in_sputum']"
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain,17,"[' continuous_sneezing', ' chills', ' fatigue', ' cough', ' high_fever', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']"
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,None,None,None,None,None,None,11,"[' chills', ' fatigue', ' cough', ' high_fever', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']"
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,None,None,None,None,13,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']"
