,Disease,Symptom_Count,Symptoms,Disease_Encoded,Symptom_Encoded
865,Pneumonia,10,"[' chills', ' fatigue', ' high_fever', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 27, 29, 9, 62, 38, 47, 11, 26, 56]"
866,Pneumonia,10,"[' chills', ' fatigue', ' cough', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 27, 18, 9, 62, 38, 47, 11, 26, 56]"
867,Pneumonia,10,"[' chills', ' fatigue', ' cough', ' high_fever', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 27, 18, 29, 62, 38, 47, 11, 26, 56]"
868,Pneumonia,10,"[' chills', ' fatigue', ' cough', ' high_fever', ' breathlessness', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 27, 18, 29, 9, 38, 47, 11, 26, 56]"
869,Pneumonia,10,"[' chills', ' fatigue', ' cough', ' high_fever', ' breathlessness', ' sweating', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 27, 18, 29, 9, 62, 47, 11, 26, 56]"
870,Hypothyroidism,13,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[27, 69, 13, 40, 35, 22, 49, 24, 10, 64, 20, 33, 1]"
871,Hypothyroidism,13,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[27, 69, 13, 40, 35, 22, 49, 24, 10, 64, 20, 33, 1]"
872,Hypothyroidism,12,"[' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[69, 13, 40, 35, 22, 49, 24, 10, 64, 20, 33, 1]"
873,Hypothyroidism,12,"[' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[69, 13, 40, 35, 22, 49, 24, 10, 64, 20, 33, 1]"
874,Hypothyroidism,12,"[' fatigue', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[27, 13, 40, 35, 22, 49, 24, 10, 64, 20, 33, 1]"
875,Hypothyroidism,12,"[' fatigue', ' weight_gain', ' mood_swings', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[27, 69, 40, 35, 22, 49, 24, 10, 64, 20, 33, 1]"
876,Hypothyroidism,12,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[27, 69, 13, 35, 22, 49, 24, 10, 64, 20, 33, 1]"
877,Hypothyroidism,12,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[27, 69, 13, 40, 22, 49, 24, 10, 64, 20, 33, 1]"
878,Hypothyroidism,12,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[27, 69, 13, 40, 35, 49, 24, 10, 64, 20, 33, 1]"
879,Hypothyroidism,12,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' dizziness', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[27, 69, 13, 40, 35, 22, 24, 10, 64, 20, 33, 1]"
880,Hyperthyroidism,11,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness', ' sweating', ' diarrhoea', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[27, 40, 70, 54, 62, 21, 26, 25, 42, 33, 1]"
881,Hyperthyroidism,11,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness', ' sweating', ' diarrhoea', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[27, 40, 70, 54, 62, 21, 26, 25, 42, 33, 1]"
882,Hyperthyroidism,10,"[' mood_swings', ' weight_loss', ' restlessness', ' sweating', ' diarrhoea', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[40, 70, 54, 62, 21, 26, 25, 42, 33, 1]"
883,Hyperthyroidism,10,"[' fatigue', ' weight_loss', ' restlessness', ' sweating', ' diarrhoea', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[27, 70, 54, 62, 21, 26, 25, 42, 33, 1]"
884,Hyperthyroidism,10,"[' fatigue', ' mood_swings', ' restlessness', ' sweating', ' diarrhoea', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[27, 40, 54, 62, 21, 26, 25, 42, 33, 1]"
885,Hyperthyroidism,10,"[' fatigue', ' mood_swings', ' weight_loss', ' sweating', ' diarrhoea', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[27, 40, 70, 62, 21, 26, 25, 42, 33, 1]"
886,Hyperthyroidism,10,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness', ' diarrhoea', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[27, 40, 70, 54, 21, 26, 25, 42, 33, 1]"
887,Hyperthyroidism,10,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness', ' sweating', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[27, 40, 70, 54, 62, 26, 25, 42, 33, 1]"
888,Hyperthyroidism,10,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness', ' sweating', ' diarrhoea', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[27, 40, 70, 54, 62, 21, 25, 42, 33, 1]"
889,Hyperthyroidism,10,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness', ' sweating', ' diarrhoea', ' fast_heart_rate', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[27, 40, 70, 54, 62, 21, 26, 42, 33, 1]"
890,Hypoglycemia,11,"[' vomiting', ' fatigue', ' anxiety', ' sweating', ' headache', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' slurred_speech', ' irritability', ' palpitations']",8,"[68, 27, 4, 62, 28, 43, 8, 25, 59, 33, 46]"
891,Hypoglycemia,12,"[' vomiting', ' fatigue', ' anxiety', ' sweating', ' headache', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']",8,"[68, 27, 4, 62, 28, 43, 8, 25, 23, 59, 33, 46]"
892,Hypoglycemia,12,"[' vomiting', ' fatigue', ' anxiety', ' sweating', ' headache', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']",8,"[68, 27, 4, 62, 28, 43, 8, 25, 23, 59, 33, 46]"
893,Hypoglycemia,11,"[' fatigue', ' anxiety', ' sweating', ' headache', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']",8,"[27, 4, 62, 28, 43, 8, 25, 23, 59, 33, 46]"
894,Hypoglycemia,11,"[' vomiting', ' anxiety', ' sweating', ' headache', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']",8,"[68, 4, 62, 28, 43, 8, 25, 23, 59, 33, 46]"
895,Hypoglycemia,11,"[' vomiting', ' fatigue', ' sweating', ' headache', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']",8,"[68, 27, 62, 28, 43, 8, 25, 23, 59, 33, 46]"
896,Hypoglycemia,11,"[' vomiting', ' fatigue', ' anxiety', ' headache', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']",8,"[68, 27, 4, 28, 43, 8, 25, 23, 59, 33, 46]"
897,Hypoglycemia,11,"[' vomiting', ' fatigue', ' anxiety', ' sweating', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']",8,"[68, 27, 4, 62, 43, 8, 25, 23, 59, 33, 46]"
898,Hypoglycemia,11,"[' vomiting', ' fatigue', ' anxiety', ' sweating', ' headache', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']",8,"[68, 27, 4, 62, 28, 8, 25, 23, 59, 33, 46]"
899,Hypoglycemia,11,"[' vomiting', ' fatigue', ' anxiety', ' sweating', ' headache', ' nausea', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']",8,"[68, 27, 4, 62, 28, 43, 25, 23, 59, 33, 46]"
900,Diabetes ,10,"[' fatigue', ' weight_loss', ' restlessness', ' lethargy', ' irregular_sugar_level', ' blurred_and_distorted_vision', ' obesity', ' excessive_hunger', ' increased_appetite', ' polyuria']",3,"[27, 70, 54, 35, 32, 8, 44, 25, 30, 48]"
901,Migraine,9,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision', ' excessive_hunger', ' stiff_neck', ' depression', ' irritability', ' visual_disturbances']",10,"[2, 31, 28, 8, 25, 60, 20, 33, 67]"
902,Chicken pox,11,"['itching', ' skin_rash', ' fatigue', ' lethargy', ' high_fever', ' headache', ' loss_of_appetite', ' mild_fever', ' swelled_lymph_nodes', ' malaise', ' red_spots_over_body']",0,"[74, 58, 27, 35, 29, 28, 36, 39, 63, 38, 52]"
903,Dengue,14,"[' skin_rash', ' chills', ' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' loss_of_appetite', ' pain_behind_the_eyes', ' back_pain', ' malaise', ' muscle_pain', ' red_spots_over_body']",2,"[58, 12, 34, 68, 27, 29, 28, 43, 36, 45, 5, 38, 41, 52]"
904,Typhoid,11,"[' chills', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' constipation', ' abdominal_pain', ' diarrhoea', ' toxic_look_(typhos)', ' belly_pain']",13,"[12, 68, 27, 29, 28, 43, 16, 0, 21, 66, 6]"
905,hepatitis A,11,"[' joint_pain', ' vomiting', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' diarrhoea', ' mild_fever', ' yellowing_of_eyes', ' muscle_pain']",14,"[34, 68, 73, 19, 43, 36, 0, 21, 39, 72, 41]"
906,Hepatitis B,12,"['itching', ' fatigue', ' lethargy', ' yellowish_skin', ' dark_urine', ' loss_of_appetite', ' abdominal_pain', ' yellow_urine', ' yellowing_of_eyes', ' malaise', ' receiving_blood_transfusion', ' receiving_unsterile_injections']",4,"[74, 27, 35, 73, 19, 36, 0, 71, 72, 38, 50, 51]"
907,Hepatitis D,9,"[' joint_pain', ' vomiting', ' fatigue', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes']",5,"[34, 68, 27, 73, 19, 43, 36, 0, 72]"
908,Hepatitis E,13,"[' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', ' acute_liver_failure', ' coma', ' stomach_bleeding']",6,"[34, 68, 27, 29, 73, 19, 43, 36, 0, 72, 3, 14, 61]"
909,Tuberculosis,16,"[' chills', ' vomiting', ' fatigue', ' weight_loss', ' cough', ' high_fever', ' breathlessness', ' sweating', ' loss_of_appetite', ' mild_fever', ' yellowing_of_eyes', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' chest_pain', ' blood_in_sputum']",12,"[12, 68, 27, 70, 18, 29, 9, 62, 36, 39, 72, 63, 38, 47, 11, 7]"
910,Common Cold,17,"[' continuous_sneezing', ' chills', ' fatigue', ' cough', ' high_fever', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[17, 12, 27, 18, 29, 28, 63, 38, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
911,Pneumonia,11,"[' chills', ' fatigue', ' cough', ' high_fever', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 27, 18, 29, 9, 62, 38, 47, 11, 26, 56]"
912,Hypothyroidism,13,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[27, 69, 13, 40, 35, 22, 49, 24, 10, 64, 20, 33, 1]"
913,Hyperthyroidism,11,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness', ' sweating', ' diarrhoea', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[27, 40, 70, 54, 62, 21, 26, 25, 42, 33, 1]"
914,Hypoglycemia,12,"[' vomiting', ' fatigue', ' anxiety', ' sweating', ' headache', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']",8,"[68, 27, 4, 62, 28, 43, 8, 25, 23, 59, 33, 46]"
915,Diabetes ,10,"[' fatigue', ' weight_loss', ' restlessness', ' lethargy', ' irregular_sugar_level', ' blurred_and_distorted_vision', ' obesity', ' excessive_hunger', ' increased_appetite', ' polyuria']",3,"[27, 70, 54, 35, 32, 8, 44, 25, 30, 48]"
916,Migraine,9,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision', ' excessive_hunger', ' stiff_neck', ' depression', ' irritability', ' visual_disturbances']",10,"[2, 31, 28, 8, 25, 60, 20, 33, 67]"
917,Chicken pox,11,"['itching', ' skin_rash', ' fatigue', ' lethargy', ' high_fever', ' headache', ' loss_of_appetite', ' mild_fever', ' swelled_lymph_nodes', ' malaise', ' red_spots_over_body']",0,"[74, 58, 27, 35, 29, 28, 36, 39, 63, 38, 52]"
918,Dengue,14,"[' skin_rash', ' chills', ' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' loss_of_appetite', ' pain_behind_the_eyes', ' back_pain', ' malaise', ' muscle_pain', ' red_spots_over_body']",2,"[58, 12, 34, 68, 27, 29, 28, 43, 36, 45, 5, 38, 41, 52]"
919,Typhoid,11,"[' chills', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' constipation', ' abdominal_pain', ' diarrhoea', ' toxic_look_(typhos)', ' belly_pain']",13,"[12, 68, 27, 29, 28, 43, 16, 0, 21, 66, 6]"
920,hepatitis A,11,"[' joint_pain', ' vomiting', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' diarrhoea', ' mild_fever', ' yellowing_of_eyes', ' muscle_pain']",14,"[34, 68, 73, 19, 43, 36, 0, 21, 39, 72, 41]"
921,Hepatitis B,12,"['itching', ' fatigue', ' lethargy', ' yellowish_skin', ' dark_urine', ' loss_of_appetite', ' abdominal_pain', ' yellow_urine', ' yellowing_of_eyes', ' malaise', ' receiving_blood_transfusion', ' receiving_unsterile_injections']",4,"[74, 27, 35, 73, 19, 36, 0, 71, 72, 38, 50, 51]"
922,Hepatitis D,9,"[' joint_pain', ' vomiting', ' fatigue', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes']",5,"[34, 68, 27, 73, 19, 43, 36, 0, 72]"
923,Hepatitis E,13,"[' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', ' acute_liver_failure', ' coma', ' stomach_bleeding']",6,"[34, 68, 27, 29, 73, 19, 43, 36, 0, 72, 3, 14, 61]"
924,Tuberculosis,16,"[' chills', ' vomiting', ' fatigue', ' weight_loss', ' cough', ' high_fever', ' breathlessness', ' sweating', ' loss_of_appetite', ' mild_fever', ' yellowing_of_eyes', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' chest_pain', ' blood_in_sputum']",12,"[12, 68, 27, 70, 18, 29, 9, 62, 36, 39, 72, 63, 38, 47, 11, 7]"
925,Common Cold,17,"[' continuous_sneezing', ' chills', ' fatigue', ' cough', ' high_fever', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[17, 12, 27, 18, 29, 28, 63, 38, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
926,Pneumonia,11,"[' chills', ' fatigue', ' cough', ' high_fever', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 27, 18, 29, 9, 62, 38, 47, 11, 26, 56]"
927,Hypothyroidism,13,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[27, 69, 13, 40, 35, 22, 49, 24, 10, 64, 20, 33, 1]"
928,Hyperthyroidism,11,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness', ' sweating', ' diarrhoea', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[27, 40, 70, 54, 62, 21, 26, 25, 42, 33, 1]"
929,Hypoglycemia,12,"[' vomiting', ' fatigue', ' anxiety', ' sweating', ' headache', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']",8,"[68, 27, 4, 62, 28, 43, 8, 25, 23, 59, 33, 46]"
930,Diabetes ,10,"[' fatigue', ' weight_loss', ' restlessness', ' lethargy', ' irregular_sugar_level', ' blurred_and_distorted_vision', ' obesity', ' excessive_hunger', ' increased_appetite', ' polyuria']",3,"[27, 70, 54, 35, 32, 8, 44, 25, 30, 48]"
931,Migraine,9,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision', ' excessive_hunger', ' stiff_neck', ' depression', ' irritability', ' visual_disturbances']",10,"[2, 31, 28, 8, 25, 60, 20, 33, 67]"
932,Chicken pox,11,"['itching', ' skin_rash', ' fatigue', ' lethargy', ' high_fever', ' headache', ' loss_of_appetite', ' mild_fever', ' swelled_lymph_nodes', ' malaise', ' red_spots_over_body']",0,"[74, 58, 27, 35, 29, 28, 36, 39, 63, 38, 52]"
933,Dengue,14,"[' skin_rash', ' chills', ' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' loss_of_appetite', ' pain_behind_the_eyes', ' back_pain', ' malaise', ' muscle_pain', ' red_spots_over_body']",2,"[58, 12, 34, 68, 27, 29, 28, 43, 36, 45, 5, 38, 41, 52]"
934,Typhoid,11,"[' chills', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' constipation', ' abdominal_pain', ' diarrhoea', ' toxic_look_(typhos)', ' belly_pain']",13,"[12, 68, 27, 29, 28, 43, 16, 0, 21, 66, 6]"
935,hepatitis A,11,"[' joint_pain', ' vomiting', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' diarrhoea', ' mild_fever', ' yellowing_of_eyes', ' muscle_pain']",14,"[34, 68, 73, 19, 43, 36, 0, 21, 39, 72, 41]"
936,Hepatitis B,12,"['itching', ' fatigue', ' lethargy', ' yellowish_skin', ' dark_urine', ' loss_of_appetite', ' abdominal_pain', ' yellow_urine', ' yellowing_of_eyes', ' malaise', ' receiving_blood_transfusion', ' receiving_unsterile_injections']",4,"[74, 27, 35, 73, 19, 36, 0, 71, 72, 38, 50, 51]"
937,Hepatitis D,9,"[' joint_pain', ' vomiting', ' fatigue', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes']",5,"[34, 68, 27, 73, 19, 43, 36, 0, 72]"
938,Hepatitis E,13,"[' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', ' acute_liver_failure', ' coma', ' stomach_bleeding']",6,"[34, 68, 27, 29, 73, 19, 43, 36, 0, 72, 3, 14, 61]"
939,Tuberculosis,16,"[' chills', ' vomiting', ' fatigue', ' weight_loss', ' cough', ' high_fever', ' breathlessness', ' sweating', ' loss_of_appetite', ' mild_fever', ' yellowing_of_eyes', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' chest_pain', ' blood_in_sputum']",12,"[12, 68, 27, 70, 18, 29, 9, 62, 36, 39, 72, 63, 38, 47, 11, 7]"
940,Common Cold,17,"[' continuous_sneezing', ' chills', ' fatigue', ' cough', ' high_fever', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[17, 12, 27, 18, 29, 28, 63, 38, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
941,Pneumonia,11,"[' chills', ' fatigue', ' cough', ' high_fever', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 27, 18, 29, 9, 62, 38, 47, 11, 26, 56]"
942,Hypothyroidism,13,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[27, 69, 13, 40, 35, 22, 49, 24, 10, 64, 20, 33, 1]"
943,Hyperthyroidism,11,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness', ' sweating', ' diarrhoea', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[27, 40, 70, 54, 62, 21, 26, 25, 42, 33, 1]"
